;Meses;Autoridad_Portuaria;Graneles Líquidos t;Graneles Sólidos t;Mercancía General t;Mercancia General Contenedores t;Pesca t;Avituallamiento t;Avituallamiento De Combustibles Líquidos t;Tráfico Interior t;Mercancías En Tránsito t;Mercancías En Tránsito En Contenedores t;Tráfico Ro-Ro t;UTIS Ro-Ro;TEUS Contenedores;TEUS Contenedores En Tránsito;TEUS Contenedores Entrada-Salida Nacional;TEUS Contenedores Entrada-Salida Exterior;Unidades Buques Mercantes;G.T. Buques Mercantes;Unidades Buques De Crucero;Pasajeros En Régimen De Transporte Y De Crucero;Pasajeros En Régimen De Transporte;Pasajeros De Crucero;Automóviles En Régimen De Pasaje;Automóviles En Régimen De Mercancía
20;Enero_2022;Pasaia;0;89235;181693;0;1560.058;2808;1567;0;825;0;47477;271;0.0;0.0;0.0;0.0;81;606568;0;0;0;0;0;19418
21;Enero_2022;Santa Cruz de Tenerife;274772;12000;569215;281622;150.598;40166;32994;156;42644;35866;294387;22223;35732.0;3674.0;28129.0;3929.0;1319;18413320;82;382155;313615;68540;104166;4224
22;Enero_2022;Santander;19265;275083;223923;35486;391.604;2597;1185;0;8321;0;192866;5129;3051.0;0.0;0.0;3051.0;121;2008961;0;8716;8713;3;4317;20201
23;Enero_2022;Sevilla;45994;181106;113882;78211;0.0;2533;1033;0;0;0;9763;462;10893.75;0.0;10801.75;92.0;76;401800;1;130;0;130;0;265
24;Enero_2022;Tarragona;1857969;955440;198401;49423;80.21300000000001;9702;4680;0;217873;8532;42022;1217;5292.75;758.0;612.0;3922.75;208;4106618;0;54;54;0;0;13311
25;Enero_2022;Valencia;450747;155921;6153562;5039609;54.679;39080;32848;0;2908309;2859636;924369;33367;449787.0;232841.0;16413.0;200533.0;601;22189468;12;49434;41100;8334;11693;43221
26;Enero_2022;Vigo;0;25690;325209;212308;2388.019;12237;7065;0;21925;16574;95945;1120;18253.0;1117.0;1555.0;15581.0;119;2259869;2;744;0;744;0;45225
27;Enero_2022;Vilagarcía;23765;39328;72692;28052;0.0;785;297;0;50;50;0;0;3012.75;6.75;2781.0;225.0;36;248992;0;0;0;0;0;10
28;Febrero_2022;A Coruña;690494;185452;67314;30;964.414;3796;3372;0;0;0;0;0;3.0;0.0;0.0;3.0;69;1083167;1;975;0;975;0;0
29;Febrero_2022;Alicante;7190;127195;134557;114149;78.673;1908;200;0;1107;1107;4863;220;17968.0;46.0;14861.75;3060.25;49;627419;1;12379;9971;2408;2139;87
30;Febrero_2022;Almería;13894;389279;126804;54716;265.884;3839;1964;0;0;0;68609;2931;3113.25;0.0;597.5;2515.75;106;1535939;0;12102;12102;0;3208;266
31;Febrero_2022;Avilés;54157;294729;126838;0;716.84;3529;1258;0;3025;0;0;0;0.0;0.0;0.0;0.0;64;447154;0;0;0;0;0;0
32;Febrero_2022;Bahía de Algeciras;2455118;60047;5469893;4095095;55.51000000000001;342472;327477;340260;4621260;3607859;1366370;43144;362336.0;296027.0;2.0;66307.0;1634;33023078;1;112973;112973;0;16263;112
33;Febrero_2022;Bahía de Cádiz;62924;189202;196339;147885;915.085;10864;1521;0;142537;37843;65788;2013;18613.0;3384.5;13068.0;2160.5;101;1738496;7;2899;1099;1800;626;901
34;Febrero_2022;Baleares;54226;28698;963656;28338;104.614;3537;125;0;1929;0;958067;46140;7628.0;0.0;7628.0;0.0;2454;14820304;11;235943;223184;12759;44315;4864
35;Febrero_2022;Barcelona;1375011;413006;3658040;2740901;264.67;144822;125953;0;1901341;1184031;913036;33171;264193.5;99424.42;16190.75;148578.33;604;21497627;21;71312;51078;20234;14403;38401
36;Febrero_2022;Bilbao;1168148;301484;695595;453611;0.0;7989;4235;0;967;967;81629;3072;42858.5;72.75;3612.75;39173.0;174;2908809;0;1593;1593;0;578;6540
37;Febrero_2022;Cartagena;2124685;527456;82622;50246;14.955;20414;989;0;0;0;0;0;4586.25;0.0;1710.0;2876.25;163;3508001;7;5125;0;5125;0;0
38;Febrero_2022;Castellón;681731;772888;89571;80775;190.686;3538;0;0;1103;1103;18018;10;6370.0;161.0;30.0;6179.0;122;1559718;0;0;0;0;0;8
39;Febrero_2022;Ceuta;52302;1400;42613;4864;0.0;50667;49308;0;0;0;42288;2394;394.0;0.0;391.0;3.0;691;5428286;0;76613;76613;0;16266;72
40;Febrero_2022;Ferrol-San Cibrao;278240;469757;44274;11627;19.711;505;380;0;1289;0;0;0;1049.75;0.0;140.0;909.75;67;1004784;0;0;0;0;0;0
41;Febrero_2022;Gijón;52422;1326997;110847;60857;153.197;0;0;0;174279;92;0;0;4012.0;40.0;672.0;3300.0;97;1435594;0;0;0;0;0;0
42;Febrero_2022;Huelva;1843815;520843;96210;48191;18.194;15782;13983;5796;84559;0;46877;2385;6899.25;0.0;5910.75;988.5;157;3330213;0;3678;3678;0;2176;610
43;Febrero_2022;Las Palmas;582404;23573;1300874;954522;51.993;192454;163324;0;893596;621634;346551;25919;84845.0;41467.0;38230.0;5148.0;909;21894503;66;180281;93237;87044;42720;20626
44;Febrero_2022;Málaga;7875;183677;240368;210265;30.583;6002;1651;0;192842;188518;32693;1888;20194.0;18450.5;441.5;1302.0;90;2849212;10;15877;14101;1776;1714;8678
45;Febrero_2022;Marín y Ría de Pontevedra;0;30165;83632;43546;192.682;2563;1578;0;366;366;0;0;3588.25;87.0;249.5;3251.75;33;191035;0;0;0;0;0;14
46;Febrero_2022;Melilla;2300;0;36820;3084;0.0;10;0;0;0;0;36820;2275;492.25;0.0;484.25;8.0;74;1677355;0;17748;17748;0;2905;176
47;Febrero_2022;Motril;128444;50377;17920;0;42.62;1493;939;0;3430;0;4251;208;0.0;0.0;0.0;0.0;36;491159;0;1935;1935;0;569;0
48;Febrero_2022;Pasaia;0;76302;189754;0;1829.284;1681;376;0;1433;0;49809;333;0.0;0.0;0.0;0.0;74;591226;0;0;0;0;0;20465
49;Febrero_2022;Santa Cruz de Tenerife;171026;50181;571269;282207;270.867;37788;29647;128;57677;52579;295761;22589;34841.0;5158.0;26381.0;3302.0;1180;16965772;58;412938;353827;59111;115223;4183
50;Febrero_2022;Santander;14723;367114;215988;31319;258.202;2033;1063;0;1004;0;178543;4844;2718.75;0.0;0.0;2718.75;105;1936194;0;8287;8287;0;4116;20263
51;Febrero_2022;Sevilla;27776;147966;102921;66729;0.0;2093;1169;0;0;0;5660;280;8522.75;0.0;8395.75;127.0;61;326947;1;0;0;0;0;356
52;Febrero_2022;Tarragona;1627078;661501;155616;50652;162.256;9111;4121;12406;51559;9732;49146;1198;5466.0;862.0;548.25;4055.75;173;3377896;0;41;41;0;0;15980
53;Febrero_2022;Valencia;440104;164453;6132790;4960216;39.463;27691;22922;0;2838861;2782861;1055832;38039;435236.0;219596.0;15637.0;200003.0;558;20369536;12;53548;43758;9790;10664;51951
54;Febrero_2022;Vigo;5404;28720;337110;211167;2388.023;7353;3630;0;15785;12068;86019;886;17615.0;1072.0;1275.0;15268.0;119;2878684;5;8490;0;8490;0;42151
55;Febrero_2022;Vilagarcía;41889;23694;61185;22646;0.0;729;158;0;13;13;0;0;2661.75;1.0;2478.75;182.0;30;244570;0;0;0;0;0;11
56;Marzo_2022;A Coruña;570653;251749;60822;0;1143.841;6147;1867;0;0;0;0;0;0.0;0.0;0.0;0.0;80;1422512;5;4693;0;4693;0;0
57;Marzo_2022;Alicante;5285;56578;141443;128299;0.0;2081;141;0;6552;6552;167;6;18116.0;517.5;15398.5;2200.0;60;1062301;6;19439;10327;9112;2149;96
58;Marzo_2022;Almería;0;289639;140978;37269;72.576;5365;2122;0;0;0;78533;3461;2107.5;0.0;211.75;1895.75;113;1850691;3;14858;13425;1433;3850;526
59;Marzo_2022;Avilés;55976;174156;101476;0;2222.917;3695;1517;0;0;0;0;0;0.0;0.0;0.0;0.0;70;484087;0;0;0;0;0;0
60;Marzo_2022;Bahía de Algeciras;2202145;281912;6098232;4774279;31.64;333611;316983;301557;5327571;4317519;1312126;41746;401635.0;345125.0;54.0;56456.0;1862;36871562;0;129325;129325;0;18008;108
61;Marzo_2022;Bahía de Cádiz;194554;68996;180997;132114;689.973;21434;4180;0;251106;39416;49001;1740;17302.0;3083.25;10482.5;3736.25;126;2646264;18;20502;1306;19196;775;383
62;Marzo_2022;Baleares;65978;34082;1071371;31118;113.273;4383;151;0;450;0;1056140;51167;8393.0;0.0;8393.0;0.0;2700;17698230;24;282339;245760;36579;49450;7251
63;Marzo_2022;Barcelona;1488794;527472;4474862;3461354;198.841;149221;135408;0;2828676;1904701;1034998;38096;319486.0;156997.5;14308.5;148180.0;656;23974996;26;102565;57261;45304;16686;39904
64;Marzo_2022;Bilbao;1782361;208410;754975;410177;0.0;9366;4965;0;2423;2423;85317;3230;38543.75;184.5;2762.5;35596.75;204;3743253;0;3194;3194;0;1335;11249
65;Marzo_2022;Cartagena;2211468;510606;77436;49427;1.734;11108;1113;0;0;0;0;0;4061.5;0.0;1012.25;3049.25;178;3989543;12;11391;0;11391;0;0
66;Marzo_2022;Castellón;868966;809362;101681;91496;103.068;2217;0;0;894;894;24310;0;7430.0;40.0;102.0;7288.0;113;1653323;0;0;0;0;0;50
67;Marzo_2022;Ceuta;34661;0;44213;6042;0.0;56448;55469;0;0;0;43693;2411;448.0;0.0;435.0;13.0;738;5988391;0;90695;90695;0;17910;100
68;Marzo_2022;Ferrol-San Cibrao;224436;679261;52606;17733;14.765;995;609;0;1979;0;0;0;1729.5;0.0;269.25;1460.25;84;1108354;0;0;0;0;0;0
69;Marzo_2022;Gijón;78256;1327027;89215;36275;853.0210000000001;0;0;0;8096;32;0;0;2811.0;4.0;417.0;2390.0;91;1545384;0;0;0;0;0;0
70;Marzo_2022;Huelva;2292832;240107;105522;40542;6.575;16457;15306;0;329491;0;52260;2591;6023.5;0.0;5148.0;875.5;181;3102783;0;4687;4687;0;2785;441
71;Marzo_2022;Las Palmas;720588;45566;1449721;1045216;55.679;249002;225732;0;1058954;709475;407308;30481;90533.0;45665.0;39894.0;4974.0;1088;25960015;97;211434;99425;112009;44254;14505
72;Marzo_2022;Málaga;9724;105284;313784;282070;5.383;4122;1560;0;266464;262253;33312;1845;26383.25;24561.75;618.5;1203.0;104;3584228;13;26183;16742;9441;2058;11373
73;Marzo_2022;Marín y Ría de Pontevedra;0;142745;110030;40486;197.288;2553;1183;0;145;145;0;0;3427.25;9.0;195.5;3222.75;40;262728;0;0;0;0;0;12
74;Marzo_2022;Melilla;4463;1502;35454;3674;0.0;1147;0;0;0;0;35454;2220;531.75;0.0;529.75;2.0;86;1912215;0;22309;22309;0;3657;183
75;Marzo_2022;Motril;68607;53942;15290;0;42.512;1560;1319;0;6054;0;4138;200;0.0;0.0;0.0;0.0;34;529220;0;2458;2458;0;810;0
76;Marzo_2022;Pasaia;0;77793;228611;0;2651.831;2066;993;0;762;0;47407;311;0.0;0.0;0.0;0.0;83;626249;0;0;0;0;0;19870
77;Marzo_2022;Santa Cruz de Tenerife;351662;41691;636716;303110;212.392;39333;28413;134;51881;47511;352226;26835;36498.0;3043.0;30656.0;2799.0;1359;20352710;94;472079;391764;80315;120503;5846
78;Marzo_2022;Santander;24597;234080;212091;24129;709.369;2357;1279;0;1593;122;160476;4283;2128.25;4.5;0.0;2123.75;120;2078978;0;13006;13006;0;6592;23985
79;Marzo_2022;Sevilla;39319;120938;123038;75988;0.0;3303;1495;0;0;0;8078;394;11329.75;0.0;11178.75;151.0;71;407910;6;1668;0;1668;0;468
80;Marzo_2022;Tarragona;1303749;304744;316767;160194;128.908;11119;5521;1049;188682;127704;58433;1539;14058.0;10265.0;767.25;3025.75;182;3055766;0;65;65;0;0;14836
81;Marzo_2022;Valencia;457711;189878;5367218;4140074;48.961;19085;13844;0;2292459;2244688;1023560;37796;353217.0;174842.0;13714.0;164661.0;565;19786668;8;52221;41798;10423;11956;51540
82;Marzo_2022;Vigo;510;18001;343356;216978;2845.684;7219;2741;0;27464;16100;53017;347;18571.0;1242.0;1229.0;16100.0;110;2266077;2;3984;0;3984;0;26076
83;Marzo_2022;Vilagarcía;19619;20303;82173;22701;0.0;648;245;0;11999;737;0;0;2975.75;116.75;2575.0;284.0;34;225916;0;0;0;0;0;51
84;Abril_2022;A Coruña;716713;237798;54009;0;2106.377;3178;2428;0;22678;0;0;0;0.0;0.0;0.0;0.0;85;2596430;19;25581;0;25581;0;0
85;Abril_2022;Alicante;2100;171913;133752;121382;0.0;1779;287;0;2655;2655;5391;201;18290.75;264.0;16371.0;1655.75;55;1189135;7;18127;10692;7435;2502;260
86;Abril_2022;Almería;6993;278324;132134;46287;213.559;4799;2506;0;0;0;74497;3963;2448.25;0.0;82.0;2366.25;116;1730905;4;14380;13623;757;3999;286
87;Abril_2022;Avilés;50614;289175;79435;0;2416.693;4264;1486;0;0;0;0;0;0.0;0.0;0.0;0.0;67;522884;0;0;0;0;0;0
88;Abril_2022;Bahía de Algeciras;2263095;51429;5980159;4591574;80.05;321093;305262;328942;5240065;4108797;1377732;43715;385372.0;324739.0;0.0;60633.0;1792;34200147;0;171150;171150;0;30826;120
89;Abril_2022;Bahía de Cádiz;166103;104873;180629;126938;1006.184;9943;3752;0;213969;25788;71647;2383;16313.25;2524.25;12221.75;1567.25;138;3471019;44;33240;1308;31932;822;842
90;Abril_2022;Baleares;82619;28763;1171842;29770;146.834;6744;152;0;1471;0;1159727;56303;7911.0;0.0;7911.0;0.0;3349;20665238;64;540426;457311;83115;90837;9787
91;Abril_2022;Barcelona;1172927;312945;4300236;3380549;235.435;166617;142054;0;2243082;1799024;904860;33603;301119.5;142161.5;17781.0;141177.0;719;28274625;74;234929;103159;131770;29670;42653
92;Abril_2022;Bilbao;1807674;288702;619768;362463;0.0;10054;5329;326;2976;2976;86568;3198;31889.0;243.75;2902.5;28742.75;219;5072351;12;25534;10105;15429;4421;5011
93;Abril_2022;Cartagena;2374449;594209;73574;51417;12.694;16791;1893;0;0;0;0;0;3720.0;0.0;904.0;2816.0;203;5033268;25;17305;0;17305;0;0
94;Abril_2022;Castellón;949118;840704;167478;153549;89.643;2136;0;0;6377;6329;46744;0;11027.0;473.0;523.0;10031.0;142;2034563;1;633;0;633;0;201
95;Abril_2022;Ceuta;84722;0;46840;5805;0.0;65942;64345;0;0;0;46645;2344;470.0;0.0;460.0;10.0;741;5793494;1;103412;101901;1511;22450;129
96;Abril_2022;Ferrol-San Cibrao;433566;692953;70919;17297;7.405;1590;1047;0;2232;0;0;0;1512.75;0.0;410.75;1102.0;87;1646762;1;1119;0;1119;0;0
97;Abril_2022;Gijón;101074;1729078;120241;61182;1507.746;8093;8093;0;366665;7614;0;0;4484.0;582.0;797.0;3105.0;116;2169356;3;2996;0;2996;0;0
98;Abril_2022;Huelva;2225244;368346;128152;56078;15.081;16584;14018;38056;186956;0;54890;2888;7811.75;0.0;6968.75;843.0;200;4208322;2;5917;5764;153;3380;828
99;Abril_2022;Las Palmas;638889;29912;1389806;1014841;96.066;232937;204675;1;896623;668525;375465;27468;99259.0;53221.0;39778.0;6260.0;1086;24263012;101;252813;148479;104334;61559;24022
100;Abril_2022;Málaga;16204;121641;498640;462763;12.379;9070;2247;0;439419;439419;36556;2034;41696.5;39641.25;676.25;1379.0;146;5479778;45;52204;19822;32382;4192;21509
101;Abril_2022;Marín y Ría de Pontevedra;2;39170;91190;38917;165.338;3030;1316;0;200;200;0;0;2967.0;92.0;54.75;2820.25;39;258533;0;0;0;0;0;12
102;Abril_2022;Melilla;6203;0;37880;3227;0.0;18;0;0;0;0;37880;2408;441.25;0.0;440.25;1.0;94;2133563;1;27121;27027;94;6095;188
103;Abril_2022;Motril;91589;36632;6120;0;88.344;1258;849;0;6062;0;3295;160;0.0;0.0;0.0;0.0;39;564697;3;3532;2422;1110;679;0
104;Abril_2022;Pasaia;0;62975;211731;0;1288.921;2504;1590;0;1837;0;45736;297;0.0;0.0;0.0;0.0;75;553140;0;0;0;0;0;16234
105;Abril_2022;Santa Cruz de Tenerife;250699;38338;597433;295963;210.587;39720;27951;121;49083;47092;305300;23030;38032.0;6465.0;27946.0;3621.0;1284;17488226;98;544700;472884;71816;150098;5654
106;Abril_2022;Santander;12511;186755;241502;29754;1813.876;1879;1046;0;3810;0;186585;4791;2428.5;0.0;0.0;2428.5;115;2480289;3;19948;17819;2129;8411;29357
107;Abril_2022;Sevilla;38701;124812;113834;79956;0.0;3920;975;0;0;0;6267;335;10449.25;0.0;10291.25;158.0;79;528328;14;2979;0;2979;0;189
108;Abril_2022;Tarragona;1706459;984534;262411;135858;87.241;9722;4802;9628;583096;88263;52787;1425;12230.5;6629.0;1157.0;4444.5;227;4319302;5;952;38;914;0;14988
109;Abril_2022;Valencia;484313;233659;6645597;5402133;60.06400000000001;34163;29126;0;3112116;3058030;1071280;39899;484044.0;241042.0;15248.0;227754.0;635;24965849;32;94532;55089;39443;15123;52258
110;Abril_2022;Vigo;6625;30697;322292;215799;2213.846;8767;4408;0;13661;8479;62685;744;17052.0;788.0;1504.0;14760.0;128;3423321;14;21840;0;21840;0;25765
111;Abril_2022;Vilagarcía;39993;24865;72982;22613;0.0;659;215;0;3119;558;0;0;2335.5;71.75;2121.75;142.0;33;237480;0;0;0;0;0;6
112;Mayo_2022;A Coruña;666365;178256;177873;0;2291.57;3219;2761;0;25180;0;0;0;0.0;0.0;0.0;0.0;96;2213344;19;17441;0;17441;0;0
113;Mayo_2022;Alicante;0;158394;139796;124759;98.535;1867;247;0;0;0;15032;657;18794.75;0.0;16692.75;2102.0;52;786583;3;12273;8648;3625;1955;131
114;Mayo_2022;Almería;10360;361717;158136;45016;317.597;5524;2578;0;5591;326;89007;4562;2554.5;163.0;78.5;2313.0;131;2047000;0;21750;21750;0;5544;184
115;Mayo_2022;Avilés;49094;322597;81828;0;1463.932;5477;1493;0;0;0;44;0;0.0;0.0;0.0;0.0;66;519454;1;166;0;166;0;0
116;Mayo_2022;Bahía de Algeciras;2586727;61127;6426476;4935014;73.4;372128;356255;286386;5520118;4358869;1481845;46803;408743.0;338252.0;0.0;70491.0;2348;41228307;0;251115;251115;0;50913;284
117;Mayo_2022;Bahía de Cádiz;100103;115196;207619;156704;1182.722;15875;5150;0;131487;39843;66826;2191;20260.75;3631.75;14078.25;2550.75;140;3824962;34;34320;1905;32415;1221;1255
118;Mayo_2022;Baleares;186133;36424;1333301;36503;192.978;6871;183;0;1279;0;1329055;64327;9617.0;0.0;9605.0;12.0;4480;25629788;92;743787;585769;158018;94549;12958
119;Mayo_2022;Barcelona;1281589;505174;4678231;3625521;372.66;179208;147246;0;2417518;1925982;1086764;38990;333401.5;158387.5;16362.5;158651.5;751;32087458;106;303184;89473;213711;28058;50736
120;Mayo_2022;Bilbao;1674719;341091;841819;550299;0.0;11155;5913;0;1850;1850;102727;3836;51758.75;134.0;4471.75;47153.0;243;5044779;13;23055;10833;12222;5254;20105
121;Mayo_2022;Cartagena;2575616;548858;96467;59004;38.273;16536;1836;0;0;0;0;0;3886.5;0.0;451.75;3434.75;195;5426377;27;24632;0;24632;0;0
122;Mayo_2022;Castellón;832116;898252;177762;161309;259.08;3728;0;0;3464;3150;54579;1;11524.0;230.0;134.0;11160.0;157;1984947;0;0;0;0;0;238
123;Mayo_2022;Ceuta;67384;0;48810;6334;0.0;60984;59882;0;0;0;48095;2538;485.0;0.0;475.0;10.0;805;6206646;2;111141;109299;1842;23810;546
124;Mayo_2022;Ferrol-San Cibrao;249474;620889;91968;38072;9.029;1012;632;0;937;0;1417;6;3496.5;0.0;1062.25;2434.25;96;1548820;2;1926;0;1926;0;1
125;Mayo_2022;Gijón;49534;1435495;103743;56297;2608.57;0;0;0;92131;0;0;0;4342.0;0.0;607.0;3735.0;105;1759644;4;1415;0;1415;0;0
126;Mayo_2022;Huelva;2183438;498990;131691;55015;24.447;17383;15499;0;297687;0;52047;2622;7311.5;0.0;6143.75;1167.75;194;3578075;3;5575;5125;450;2982;1204
127;Mayo_2022;Las Palmas;798546;43816;1541633;1149117;99.441;217245;203504;0;1177944;749788;388374;28519;109447.0;55336.0;48302.0;5809.0;1007;21289575;20;159185;133859;25326;57334;34969
128;Mayo_2022;Málaga;6716;133480;466019;425821;13.401;5331;2451;0;384793;384793;40819;2425;37996.25;34980.25;498.0;2518.0;145;6038498;33;50657;18259;32398;2896;5939
129;Mayo_2022;Marín y Ría de Pontevedra;0;71657;119571;56411;219.654;2836;1699;0;0;0;0;0;4226.0;0.0;151.0;4075.0;42;243374;1;0;0;0;0;4
130;Mayo_2022;Melilla;4664;3304;43934;3559;0.0;0;0;0;0;0;43934;3024;485.5;0.0;478.5;7.0;99;2210419;1;25994;25928;66;4608;255
131;Mayo_2022;Motril;171757;82785;7200;0;68.989;895;790;0;6043;0;2855;144;0.0;0.0;0.0;0.0;39;701159;1;2641;1894;747;529;0
132;Mayo_2022;Pasaia;0;104808;204954;0;1655.854;1999;871;0;1837;0;59414;354;0.0;0.0;0.0;0.0;79;690353;1;0;0;0;0;24676
133;Mayo_2022;Santa Cruz de Tenerife;344820;37475;648315;331151;286.025;44630;35858;126;48232;46191;330580;25225;42796.0;5578.0;34551.0;2667.0;1223;14878231;18;426326;407252;19074;139338;6153
134;Mayo_2022;Santander;45629;302653;263840;36130;595.722;3049;1247;0;17862;0;226983;6020;3095.75;0.0;0.0;3095.75;135;3177402;5;26348;23681;2667;12487;31332
135;Mayo_2022;Sevilla;23188;161120;156002;83453;0.0;2309;1082;0;0;0;8427;476;11620.25;0.0;11518.25;102.0;90;518321;12;3607;0;3607;0;289
136;Mayo_2022;Tarragona;1602562;799895;293274;109539;191.932;8984;5294;6002;347730;55192;46016;1034;11553.0;4843.75;588.5;6120.75;205;4335013;5;5848;34;5814;0;15570
137;Mayo_2022;Valencia;524614;221021;7007081;5509529;80.26100000000001;27334;21316;0;2850398;2806497;1287754;48444;482869.0;219861.0;22138.0;240870.0;685;26556697;41;94691;46242;48449;12225;48273
138;Mayo_2022;Vigo;0;29541;448715;274720;3224.965;11340;6321;0;31051;27727;69169;913;22727.0;1879.0;2571.0;18277.0;147;3205772;11;13934;0;13934;0;29581
139;Mayo_2022;Vilagarcía;13719;15780;64413;29833;0.0;371;54;0;32;32;0;0;3250.25;4.5;3091.75;154.0;40;257226;2;383;0;383;0;20
140;Junio_2022;A Coruña;864573;399907;72121;69;3233.8;7839;2438;0;46812;0;0;0;5.0;0.0;0.0;5.0;93;2642343;11;23293;0;23293;0;0
141;Junio_2022;Alicante;2429;119003;120598;115110;24.457;1619;170;0;684;684;4688;200;17732.25;28.0;15651.75;2052.5;53;592194;2;11960;9912;2048;2141;106
142;Junio_2022;Almería;13332;331077;163238;43512;296.563;7465;3967;0;3345;0;92708;4838;2461.0;0.0;291.0;2170.0;150;2300303;0;40413;40413;0;9898;205
143;Junio_2022;Avilés;36824;392680;107001;0;1624.568;6683;2037;0;0;0;0;0;0.0;0.0;0.0;0.0;83;584398;0;0;0;0;0;0
144;Junio_2022;Bahía de Algeciras;2332909;46598;5932806;4632986;84.66;346524;330197;246669;5056350;4041674;1282987;41893;389618.0;311379.0;6.0;78233.0;2325;40889496;0;313836;313836;0;65641;413
145;Junio_2022;Bahía de Cádiz;104293;107869;188903;143464;1415.983;8581;1842;0;137458;29232;59624;1920;19439.25;2651.0;13565.0;3223.25;118;2422672;19;25304;2045;23259;1194;1166
146;Junio_2022;Baleares;139565;41421;1348857;35173;219.303;6948;154;0;7229;10;1330481;63998;9426.0;4.0;9414.0;8.0;4870;27717309;75;1096762;904040;192722;115824;10245
